"","Metric","Mean TP1","SD TP1","Mean TP2","SD TP1","T","p","adjusted p","Cohens's d","Lower 95% CI","Upper 95% CI"
"micro_Ax_InferiorcerebellarpeduncleL","micro_Ax_InferiorcerebellarpeduncleL",1.96686506963315,0.0689404545649041,1.94010788043478,0.0679469587877151,20.0151554126366,"4.0636770635121984279976249325731634844289309632245537444139770e-89","7.4609110886083963138036393762060e-86",-0.390910797281231,-0.430633984284471,-0.351187610277992
"micro_Ax_SuperiorcerebellarpeduncleR","micro_Ax_SuperiorcerebellarpeduncleR",2.14687092934783,0.0494001117430662,2.14089653600543,0.0498590087797809,6.71310118480836,"1.9053089184949713956064866952371036998129315687469569755467994e-11","3.4981471743567674823335095724545e-8",-0.120375586010531,-0.155654906968512,-0.0850962650525513
"micro_Ax_SuperiorcerebellarpeduncleL","micro_Ax_SuperiorcerebellarpeduncleL",2.11208548369565,0.050787271178259,2.09885732506793,0.0517566303421084,13.3825982754052,"7.6428162064541953285996549217590587774168527900827516395746020e-41","1.4032210555049902623308966436356e-37",-0.257969291157191,-0.296381806070828,-0.219556776243554
"micro_Ax_CerebralpeduncleR","micro_Ax_CerebralpeduncleR",2.03014446603261,0.0661893832674602,2.03860900373641,0.0607517849258397,-6.55262966113487,"5.6532594878574395763256208884203670573700637724717103481488426e-11","1.0379384419706259062133839951141e-7",0.133081800199666,0.0930914776383189,0.173072122761014
"micro_Ax_CerebralpeduncleL","micro_Ax_CerebralpeduncleL",2.0540388515625,0.0649461803812998,2.04072153125,0.0593625775230529,10.9571461126048,"6.1405321147254863677820556369083809642926978786144686712602072e-28","1.1274016962635992971247854149362e-24",-0.213708280623735,-0.252377394835008,-0.175039166412462
"micro_Ax_AnteriorlimbofinternalcapsuleR","micro_Ax_AnteriorlimbofinternalcapsuleR",1.90097676086957,0.0648250935652782,1.9092190247962,0.0653215282059427,-8.21315843507095,"2.1544497357540173555350589920749706325488181300206059243954358e-16","3.9555697148443758647623683094484e-13",0.12665686150576,0.0963046239175068,0.157009099094013
"micro_Ax_AnteriorlimbofinternalcapsuleL","micro_Ax_AnteriorlimbofinternalcapsuleL",1.90838891372283,0.0686082561153191,1.90681993648098,0.0719722576040299,1.49360362208826,"0.13527925217267625981539185132255894695153595212360829129776734","248.37270698903361302105943902813",-0.0222888747992965,-0.0515468403631697,0.0069690907645768
"micro_Ax_.PosteriorlimbofinternalcapsuleR","micro_Ax_.PosteriorlimbofinternalcapsuleR",2.00040128226902,0.0418385189059894,2.00626317561141,0.0434446395867081,-6.90982087135033,"4.8526606274991643504630040097134936096405267850701811005812875e-12","8.9094849120884657474500753618391e-9",0.137409613958887,0.0982419074234717,0.176577320494303
"micro_Ax_PosteriorlimbofinternalcapsuleL","micro_Ax_PosteriorlimbofinternalcapsuleL",2.01424285971467,0.040984727695118,2.00347639266304,0.0450102302221664,12.68524035712,"7.1394500715228853210960928857520286472858119415285895411088009e-37","1.3108030331316017449532426538246e-33",-0.249712892776917,-0.288900301455233,-0.210525484098601
"micro_Ax_RetrolenticularpartofinternalcapsuleR","micro_Ax_RetrolenticularpartofinternalcapsuleR",1.93680514300272,0.054234214633109,1.93785597282609,0.0556062472711472,-1.13832763932135,"0.25498369689313674254134471790357198710824583125226087546775202","468.15006749579905930590890207093",0.0191280598682682,-0.0138162769045682,0.0520723966411046
"micro_Ax_RetrolenticularpartofinternalcapsuleL","micro_Ax_RetrolenticularpartofinternalcapsuleL",1.93157721399457,0.0498556742542781,1.91934517085598,0.0538236821577109,12.8720018212967,"6.4703178055952527201650437309387143755990125572876894640198872e-38","1.1879503491072883994223020289996e-34",-0.23543180771704,-0.271780818919838,-0.199082796514241
"micro_Ax_AnteriorcoronaradiataR","micro_Ax_AnteriorcoronaradiataR",1.90958623063859,0.0418516835709493,1.92198065183424,0.0405654820427989,-18.6499715921262,"1.2634440062048908493191046157129693621605924293702307173214711e-77","2.3196831953921795993498760744490e-74",0.300618023164454,0.268312933247819,0.332923113081089
"micro_Ax_AnteriorcoronaradiataL","micro_Ax_AnteriorcoronaradiataL",1.93590541847826,0.04116108763301,1.94496625203804,0.0411365182095753,-14.1406854148453,"2.1319769796680659425231600410440938860271105930330930846457523e-45","3.9143097346705690704725218353551e-42",0.220196726460518,0.189302354639557,0.251091098281479
"micro_Ax_SuperiorcoronaradiataR","micro_Ax_SuperiorcoronaradiataR",1.98178768444293,0.036038626662786,1.9953202564538,0.0336421033760705,-22.7332717145061,"2.1008301036350240847586779382996424886720607774223194493363661e-114","3.8571240702739042196169326947175e-111",0.387575106500209,0.352920798608168,0.422229414392251
"micro_Ax_SuperiorcoronaradiataL","micro_Ax_SuperiorcoronaradiataL",1.98090611243207,0.0352475726813523,1.98754611039402,0.0356066862923347,-11.4693345035442,"1.8810026463038972991494005694328805600183493940664646885626298e-30","3.4535208586139554412382994454770e-27",0.187417084299356,0.155103217674233,0.219730950924479
"micro_Ax_PosteriorcoronaradiataR","micro_Ax_PosteriorcoronaradiataR",2.02003993172554,0.0424012537480415,2.02461097690217,0.042637705807985,-8.99202998612144,"2.4270547738524180396483613912517970469675553109554537320822138e-19","4.4560725647930395207943915143395e-16",0.107501194793353,0.0839970707158128,0.131005318870894
"micro_Ax_PosteriorcoronaradiataL","micro_Ax_PosteriorcoronaradiataL",2.00184619972826,0.038944300993702,2.0020321705163,0.0389755285202134,-0.363552800241016,"0.71619197811836174588225453154828244618176895195535887722596267","1314.9284718253121654398193199225",0.00477338532264131,-0.0209660419356663,0.0305128125809489
"micro_Ax_PosteriorthalamicradiationR","micro_Ax_PosteriorthalamicradiationR",2.03094660427989,0.0396729607133904,2.01844838552989,0.0407338728950662,19.8059660993123,"2.6444121361898151641328296532474026032053444557889596224550941e-87","4.8551406820445006413478752433600e-84",-0.310752320362978,-0.342243949632466,-0.27926069109349
"micro_Ax_PosteriorthalamicradiationL","micro_Ax_PosteriorthalamicradiationL",2.0173059622962,0.0467398418015579,2.00313974728261,0.0432158595133319,22.4627856259529,"9.5978385479299679482802440319987582656785232180011456270538691e-112","1.7621631573999421153042528042743e-108",-0.313525797923428,-0.341552093941566,-0.28549950190529
"micro_Ax_SagittalstratumR","micro_Ax_SagittalstratumR",1.96642827615489,0.0489797541057364,1.95098807370924,0.0535667379431794,17.2767801511199,"7.0368290498088243417650602819439268132908894979921945162760816e-67","1.2919618135449001491480650677645e-63",-0.300085675428335,-0.334894018499504,-0.265277332357166
"micro_Ax_SagittalstratumL","micro_Ax_SagittalstratumL",1.90814478940217,0.0575121763059909,1.88293797995924,0.0581212981111133,24.8547133925074,"2.2995942942766714552821478366844780061564994266985761834340259e-136","4.2220551242919687918980234281518e-133",-0.435957060104556,-0.471939054148685,-0.399975066060426
"micro_Ax_ExternalcapsuleR","micro_Ax_ExternalcapsuleR",1.76694033084239,0.0642955949078667,1.77096336684783,0.0692361425554688,-4.40102991239653,"1.0773826938706483875556304312259018291602035045646440210720462e-5","0.019780746259465104395521374717313",0.059997273302125,0.0332484256555776,0.0867461209486724
"micro_Ax_ExternalcapsuleL","micro_Ax_ExternalcapsuleL",1.68529532574728,0.0735711445984257,1.67395927717391,0.0807345748598128,9.72446523734379,"2.3714817946217970677153259566781962097233861852165396631031510e-22","4.3540405749256194163253384564610e-19",-0.146141943176662,-0.175759765201477,-0.116524121151847
"micro_Ax_CingulumcingulategyrusR","micro_Ax_CingulumcingulategyrusR",1.90488219599185,0.0532357842505964,1.92025303838315,0.047575746292404,-17.162804689749,"5.0418915574236405329208714562445734865790203033231999215723232e-66","9.2569128994298040184427199936623e-63",0.303345002826262,0.267908266192419,0.338781739460106
"micro_Ax_CingulumcingulategyrusL","micro_Ax_CingulumcingulategyrusL",1.91541623777174,0.0517210613730295,1.91939473743207,0.0468643448920144,-4.56090721605219,"5.0933084607542000046280866450181937239067450686178542514895053e-6","0.0093513143339447112084971670802559",0.080383283279911,0.0457772099108997,0.114989356648922
"micro_Ax_CingulumhippocampusR","micro_Ax_CingulumhippocampusR",1.67057474014946,0.102076680819727,1.63221457982337,0.10502088622062,19.8024281519193,"2.8368456271004558219429972298110276594234222078039143106425585e-87","5.2084485713564368890873429139355e-84",-0.370347019150612,-0.40824630446009,-0.332447733841133
"micro_Ax_CingulumhippocampusL","micro_Ax_CingulumhippocampusL",1.62007875883152,0.109889331107229,1.56955209137228,0.105816001178442,23.6902539917265,"4.5442168581965581288873965114535602657001041849822911310171790e-124","8.3431821516488807246372599950272e-121",-0.468271808149379,-0.509090267139231,-0.427453349159527
"micro_Ax_Fornix_StriaterminalisR","micro_Ax_Fornix_StriaterminalisR",1.96712204144022,0.0650640960511852,1.96880694327446,0.0649400270095143,-1.39633565718541,"0.16261344097992437339417220589612604643844740898973463040371545","298.55827763914114955170017002511",0.0259207098449511,-0.0104764423403995,0.0623178620303017
"micro_Ax_Fornix_StriaterminalisL","micro_Ax_Fornix_StriaterminalisL",1.93644455774457,0.0716594936095506,1.91433903125,0.0735501896263803,15.8214404816087,"2.2136939722448336836580006005680058916489620152979409830837864e-56","4.0643421330415146431960891026426e-53",-0.304394631006069,-0.342974638272699,-0.265814623739438
"micro_Ax_SuperiorlongitudinalfasciculusR","micro_Ax_SuperiorlongitudinalfasciculusR",1.98280277072011,0.0375404166808921,1.9843870234375,0.036079305306925,-3.16488238466544,"0.0015514565177402390812919644341623581584044090704223837023405682","2.8484741665710789532520467011217",0.0429849576073095,0.0163472496611622,0.0696226655534569
"micro_Ax_SuperiorlongitudinalfasciculusL","micro_Ax_SuperiorlongitudinalfasciculusL",1.95967230264946,0.0361973594338894,1.95442588654891,0.0366886186081017,10.1247868006647,"4.2891243958174905701619950296654624297190995018650651306003896e-24","7.8748323907209126868174228744649e-21",-0.143943580505642,-0.171958015369787,-0.115929145641496
"micro_Ax_SuperiorfrontooccipitalfasciculusR","micro_Ax_SuperiorfrontooccipitalfasciculusR",1.96008713451087,0.062065570621369,1.9728344466712,0.0615962925775286,-11.2701774858711,"1.8419822010962504195429177553229524260515957170129380035711626e-29","3.3818793212127157702807969987748e-26",0.206159456604092,0.169920462949044,0.24239845025914
"micro_Ax_SuperiorfrontooccipitalfasciculusL","micro_Ax_SuperiorfrontooccipitalfasciculusL",1.94805055264946,0.0888566687688963,1.95516999558424,0.0915098970137336,-4.42831518985451,"9.4972046088902563201870533519790292878923825249025356660054539e-6","0.017436867661922510603863429954231",0.0789161676544253,0.0439264862570885,0.113905849051762
"micro_Ax_UncinatefasciculusR","micro_Ax_UncinatefasciculusR",1.7264643658288,0.0815378336782309,1.71294830740489,0.0847897509286344,8.84815822528334,"8.8975444885268873602384654641817531516886248805302126396726364e-19","1.6335891680935365193397822592234e-15",-0.162429260019232,-0.198653108501309,-0.126205411537154
"micro_Ax_UncinatefasciculusL","micro_Ax_UncinatefasciculusL",1.61457594565217,0.107211864502104,1.59072452173913,0.10937654885851,11.9537923660538,"6.2028715872049005511240309843355902412498750897631252709012966e-33","1.1388472234108197411863720887238e-29",-0.220213504158101,-0.256762714178227,-0.183664294137976
"micro_Ax_TapetumR","micro_Ax_TapetumR",2.16697862907609,0.08215502358679,2.16887881080163,0.0858798862347764,-1.96235157201077,"0.049721566816108986713796754457255057604780140641342938376096815","91.288796674376099606530841183472",0.0225651461657651,1.99501083109829e-05,0.0451103422232193
"micro_Ax_TapetumL","micro_Ax_TapetumL",2.12970946127717,0.104369772679189,2.13818992425272,0.110041792079426,-7.16651044172363,"7.6933534218399207268172673406164592498405296694071084034584508e-13","1.4124996882498094454436502837367e-9",0.0788228466816599,0.057227742183941,0.100417951179379
"micro_Ax_CINGL","micro_Ax_CINGL",1.77676201358696,0.068131186970805,1.74550773369565,0.0651907489721029,24.4358158318046,"7.1219070979770141251003084127060651820943251993593394086201204e-132","1.3075821431885797933684166245729e-128",-0.468547207431034,-0.508145828490435,-0.428948586371633
"micro_Ax_CINGR","micro_Ax_CINGR",1.84217433322011,0.0549321228599331,1.82440352275815,0.0568349420771546,17.8581231021157,"2.4990232548412039434377936359767341493509716423315550082060473e-71","4.5882066958884504401517891156528e-68",-0.317845796739198,-0.353607547864375,-0.282084045614021
"micro_ADC_ATRL","micro_ADC_ATRL",0.997601324388587,0.033710850926469,0.995265185461957,0.0359350977747444,6.03148127698704,"1.6246355051857503429178708038079258609403899431777751583437544e-9","2.9828307875210376295972107957904e-6",-0.0667433925136254,-0.0884606420973957,-0.0450261429298552
"micro_ADC_ATRR","micro_ADC_ATRR",0.999955729619565,0.0329079682189788,1.00131359273098,0.0353262004227469,-3.27443983348724,"0.0010587168197908627763750419787149535146172589963459132648941155","1.9438040811360240574245770729199",0.0395944323095217,0.0158804409211047,0.0633084236979388
"micro_ADC_CSTL","micro_ADC_CSTL",0.949573050271739,0.0264874495942064,0.943232207201087,0.0260321098616758,16.5612981817617,"1.3269973311614410848333573725521089802585758962101315138843675e-61","2.4363671000124058317540441360047e-58",-0.241417028750607,-0.270407040350999,-0.212427017150216
"micro_ADC_CSTR","micro_ADC_CSTR",0.953017811141304,0.0263382563346922,0.951801161345109,0.0263053139966737,3.22436913476043,"0.0012625054508073506790439617803256736469230958050507056433099749","2.3179600076822958467247138286781",-0.0462221103849645,-0.0743394523551173,-0.0181047684148116
"micro_ADC_CGL","micro_ADC_CGL",1.00340284646739,0.0383710792828596,1.00694774422554,0.0377925459273368,-8.35297047223534,"6.6567295695171171237432252827571229226874109205453423788899790e-17","1.2221755489633427039192561619143e-13",0.0930596718028697,0.0711721694862069,0.114947174119533
"micro_ADC_CGR","micro_ADC_CGR",0.989329318274456,0.0379734638250561,0.997240864470109,0.0368717816193203,-17.1311138665149,"8.6973501814416622891887148081930430290315081886681323506191813e-66","1.5968334933126891962950480387849e-62",0.211229249629588,0.186789489970506,0.235669009288669
"micro_ADC_FMAJ","micro_ADC_FMAJ",1.0123078203125,0.0404224825214138,1.00475061548913,0.0402498403824287,16.1823822293928,"6.7145430771867359639263900067130725220262104117183579114648123e-59","1.2327901089714847229768852052325e-55",-0.187351657819684,-0.210246119647471,-0.164457195991897
"micro_ADC_FMIN","micro_ADC_FMIN",0.989208195652174,0.0461320823507246,1.00192725373641,0.0486054131434894,-29.2152255615551,"1.2424193164602902709356771989806193937525239766628524719148965e-187","2.2810818650210929374379033373277e-184",0.267126724751075,0.248885333898974,0.285368115603175
"micro_ADC_IFOFL","micro_ADC_IFOFL",0.985328617866848,0.0390156409896057,0.980902890964674,0.0406407740171562,11.5786578974599,"5.2867240944138597847126493834518743082518506494855052460379199e-31","9.7064254373438465647324242680206e-28",-0.11080179615063,-0.129618990560502,-0.091984601740758
"micro_ADC_IFOFR","micro_ADC_IFOFR",1.00983913349185,0.039105080184854,1.0091233984375,0.0415056283382448,1.86930361507187,"0.061580585468093175646961233971674517317767170735027165379762436","113.06195491941907048782082557202",-0.0176466948746809,-0.0361544925943189,0.000861102844957065
"micro_ADC_ILFL","micro_ADC_ILFL",0.980422469769022,0.040706476663197,0.970148031589674,0.0402674190013329,22.5879405913974,"5.6940824442935860000550431278130565746929593436350546569828232e-113","1.0454335367723023896101059182667e-109",-0.25373518636728,-0.276108043620114,-0.231362329114446
"micro_ADC_ILFR","micro_ADC_ILFR",0.984993855978261,0.0393144597663678,0.974529494565217,0.0406014403506456,20.4764023619319,"3.4954123997069163283047146333123251928390481697096085277736378e-93","6.4175771658618983787674560667619e-90",-0.261636041027039,-0.287109574719068,-0.23616250733501
"micro_ADC_SLFL","micro_ADC_SLFL",0.955733361752717,0.0375026391836579,0.956451862771739,0.0394074544943588,-2.26747408838584,"0.023361280050270471584753163869140174697429994670423678042956528","42.891310172296585829606808863723",0.0185748558226569,0.00251439575726457,0.0346353158880492
"micro_ADC_SLFR","micro_ADC_SLFR",0.970602755774457,0.0388864566544283,0.975012260190217,0.0398074522548947,-12.9455394622449,"2.4900788106588627372215192335138152080081602867751379078509344e-38","4.5717846963696719855387093127325e-35",0.111935664307148,0.0949320253992749,0.128939303215021
"micro_ADC_UFL","micro_ADC_UFL",0.945491561820652,0.0377121838087974,0.943621505434783,0.0399379733345002,4.2381568552858,"2.2536230196297620008914710283116524415804779871096491569627684e-5","0.041376518640402430336367408079826",-0.0479773042487109,-0.0701820597443293,-0.0257725487530924
"micro_ADC_UFR","micro_ADC_UFR",0.962159234375,0.0359586342461002,0.960187018682065,0.0373774849405603,4.16365458027783,"3.1319381600524947228975208773331556668658027851863418735877598e-5","0.057502384618563803112398483307828",-0.0537136867631558,-0.0790218543497624,-0.0284055191765492
"micro_ADC_SLFTL","micro_ADC_SLFTL",0.928321424592391,0.038767643153007,0.918787074048913,0.0390940088483754,20.7622158395295,"9.5079947177879621444027089621596048976293308096795543606364665e-96","1.7456678301858698497123373654536e-92",-0.24488605416696,-0.268352273266554,-0.221419835067367
"micro_ADC_SLTFR","micro_ADC_SLTFR",0.973709523777174,0.0458067798568546,0.957891437160326,0.0460706277306398,25.2679235323291,"7.1967607690709177171753255725453248176478870062783121952094802e-141","1.3213252772014204928733897751200e-137",-0.344321308618932,-0.371815240204864,-0.316827377033
"micro_ADC_Middlecerebellarpeduncle","micro_ADC_Middlecerebellarpeduncle",0.883101218410326,0.0406070025747639,0.8539200234375,0.0312214968237515,39.5603262352816,"2.9157871709593867907255266578272701921569160963501910443138184e-342","5.3533852458814341477720669437699e-339",-0.79669800920404,-0.842011147934876,-0.751384870473204
"micro_ADC_Pontine","micro_ADC_Pontine",1.06582709952446,0.103130839097192,1.05379130876359,0.101748886156667,9.35816342630235,"8.1134680201345804433737225231942990270456804059188131351078131e-21","1.4896327284967089694034154552594e-17",-0.117470913215905,-0.142163707195362,-0.0927781192364471
"micro_ADC_GenuCC","micro_ADC_GenuCC",1.04169371841033,0.0736467282594709,1.05320554993207,0.0785591362151344,-20.1778591154122,"1.5324084323965312710184150727988560092282105571064754325436303e-90","2.8135018818800314135898100736598e-87",0.14942760301532,0.13482924482928,0.164025961201361
"micro_ADC_BodyCC","micro_ADC_BodyCC",1.14799565285326,0.0758539893717417,1.17006821773098,0.0787159651491554,-38.8664460492583,"1.9467919814621342870120558388918004069786557346118374661788663e-330","3.5743100779644785509541345202052e-327",0.284413897578173,0.26978124420278,0.299046550953566
"micro_ADC_SpleniumCC","micro_ADC_SpleniumCC",0.976255633491848,0.0470460210234816,0.979830715353261,0.0499011402417513,-6.35923671260663,"2.0275874372513238688916695541218446180362095453279604149845637e-10","3.7226505347934306232851053013670e-7",0.0734612847356911,0.0507847824061547,0.0961377870652276
"micro_ADC_Fornix","micro_ADC_Fornix",2.18832486820652,0.243267301941738,2.24738360088315,0.233286275751565,-48.893837068428,"1.2552330290150165379929935003164615576242070894606265181916056e-521","2.3046078412715703637551360665820e-518",0.245020314145437,0.235050026819075,0.254990601471799
"micro_ADC_CorticospinaltractR","micro_ADC_CorticospinaltractR",1.05081933118207,0.092194135185094,1.04465477513587,0.0945733786752921,5.11890825229025,"3.0730940490145740018176352797196827751188002840925750431839492e-7","0.00056422006739907578673371783735664",-0.0659747285742193,-0.0912682759951399,-0.0406811811532988
"micro_ADC_CorticospinaltractL","micro_ADC_CorticospinaltractL",1.0799793671875,0.091988001912595,1.07154583423913,0.0955421570153341,6.51575835177032,"7.2323326328576907472388047664688691106455091829893916185590698e-11","1.3278562713926720211930445551239e-7",-0.0898440991231057,-0.116929585153245,-0.0627586130929665
"micro_ADC_MediallemniscusR","micro_ADC_MediallemniscusR",0.995223327105978,0.0759034585869472,0.987176838994565,0.0706199810589981,7.41393921320952,"1.2260213120952963131850093398765163696725791083783299058278435e-13","2.2509751290069640310076771480137e-10",-0.109460321400227,-0.138489991757866,-0.0804306510425883
"micro_ADC_MediallemniscusL","micro_ADC_MediallemniscusL",1.01470582982337,0.0802687713723938,1.00725582642663,0.0752080189846744,6.54369793606913,"6.0015959491028857992753639829150362894322922852887522846096792e-11","1.1018930162552898327469568272628e-7",-0.0955627789916811,-0.124256851861684,-0.0668687061216787
"micro_ADC_InferiorcerebellarpeduncleR","micro_ADC_InferiorcerebellarpeduncleR",0.982357550271739,0.0545458553941585,0.961848776834239,0.0526721296016223,20.6549874510225,"8.8044034383409644839044470948426298882383375924008089716678153e-95","1.6164884712794010792448564866129e-91",-0.382389138572231,-0.419985021314128,-0.344793255830334
"micro_ADC_InferiorcerebellarpeduncleL","micro_ADC_InferiorcerebellarpeduncleL",1.00842085597826,0.0575851205401638,0.993401475543478,0.0558242456743164,15.0528959317326,"3.3044644949483238043670534254141539814849682812128179079458425e-51","6.0669968127251225048179100890579e-48",-0.264761966924618,-0.299841475023806,-0.22968245882543
"micro_ADC_SuperiorcerebellarpeduncleR","micro_ADC_SuperiorcerebellarpeduncleR",1.1636264388587,0.0622079562753306,1.15481761175272,0.0635708293659465,10.3794849863254,"3.0742913253910423407787701874451211473604622168316242008098523e-25","5.6443988734179537376698220641467e-22",-0.1400154250002,-0.166589345496711,-0.113441504503689
"micro_ADC_SuperiorcerebellarpeduncleL","micro_ADC_SuperiorcerebellarpeduncleL",1.12667226154891,0.0572467792459529,1.11263909884511,0.0575777596537137,16.2724013416688,"1.5495961748372502029122571784847652965541692053815795814462096e-59","2.8450585770011913725469041796985e-56",-0.244422839737692,-0.274305483258795,-0.214540196216589
"micro_ADC_CerebralpeduncleR","micro_ADC_CerebralpeduncleR",0.996633487432065,0.0464352092110522,0.997880561480978,0.0455387126746185,-1.41581673087317,"0.15682916973553208814787806788386633444882124738115658109699002","287.93835563443691383950413263483",0.0271145088192525,-0.0104356618756366,0.0646646795141415
"micro_ADC_CerebralpeduncleL","micro_ADC_CerebralpeduncleL",1.00207518444293,0.0472765201296956,0.99252521875,0.0444293443259117,11.1158405643253,"1.0505657290047470906323269000804556787309640600345558422059763e-28","1.9288386784527156584009521885476e-25",-0.20798524064099,-0.245059646945397,-0.170910834336582
"micro_ADC_AnteriorlimbofinternalcapsuleR","micro_ADC_AnteriorlimbofinternalcapsuleR",0.934223540081522,0.0482634573756473,0.938383786345109,0.0532528742021041,-7.05788383708901,"1.6905728631414159168596417243776926596821900756094523628005091e-12","3.1038917767276396233543022059578e-9",0.0810565556451931,0.0585056897499397,0.103607421540447
"micro_ADC_AnteriorlimbofinternalcapsuleL","micro_ADC_AnteriorlimbofinternalcapsuleL",0.937116721807065,0.0493260560959694,0.936181750339674,0.0540377514468578,1.65493255877258,"0.097938178914035366442286030617085586238249055939842478183040111","179.81449648616893278803715221306",-0.0178945073857561,-0.0390933239462019,0.00330430917468975
"micro_ADC_.PosteriorlimbofinternalcapsuleR","micro_ADC_.PosteriorlimbofinternalcapsuleR",0.939641833220109,0.0318206563459197,0.941906025815217,0.0329990250334051,-3.91480210553169,"9.0478386243812944648805297068066696120262188426823636013157973e-5","0.16611831714364056637520652541696",0.0698235381934117,0.0348162771916931,0.10483079919513
"micro_ADC_PosteriorlimbofinternalcapsuleL","micro_ADC_PosteriorlimbofinternalcapsuleL",0.938459336616848,0.0314129527766269,0.9316639765625,0.0326233173936688,11.3315198212761,"9.1601325458329529080819060489256661099811034053158701056670330e-30","1.6818003354149301539238379505824e-26",-0.21212573199046,-0.249234280844958,-0.175017183135961
"micro_ADC_RetrolenticularpartofinternalcapsuleR","micro_ADC_RetrolenticularpartofinternalcapsuleR",0.99014233763587,0.0445094575254036,0.989843954144022,0.0463979272365412,0.510856206499943,"0.60945174844820716564586303120527162555964485171017368193957758","1118.9534101509083561258045252932",-0.00655430921369331,-0.0317061816772585,0.0185975632498719
"micro_ADC_RetrolenticularpartofinternalcapsuleL","micro_ADC_RetrolenticularpartofinternalcapsuleL",0.969267327445652,0.0407659931337242,0.963050754076087,0.0424668956793584,10.3981957244365,"2.5267210235285840562350726797850460142975272539520411016390248e-25","4.6390597991984803272475934400852e-22",-0.149203479018367,-0.177488860863172,-0.120918097173563
"micro_ADC_AnteriorcoronaradiataR","micro_ADC_AnteriorcoronaradiataR",0.984345640964674,0.0466166078282334,0.995034154211957,0.0495425213981817,-23.9999375498579,"2.7849624272939522513224706247289977783480770983406038312681804e-127","5.1131910165116963334280560670032e-124",0.220775407873548,0.202523569921493,0.239027245825604
"micro_ADC_AnteriorcoronaradiataL","micro_ADC_AnteriorcoronaradiataL",0.99899231861413,0.0479985841202191,1.0067189908288,0.0511095547395136,-17.6183587208678,"1.7809742567092199371577379156144637465379958993864530430774933e-69","3.2698687353181278046216068130693e-66",0.154661992324723,0.137350390014395,0.17197359463505
"micro_ADC_SuperiorcoronaradiataR","micro_ADC_SuperiorcoronaradiataR",0.968496470788043,0.0380121024602429,0.979704143342391,0.0394741668301381,-25.3831806899652,"3.8679630483478965802566806155133872737423167366067241703626518e-142","7.1015801567667381213512656100873e-139",0.28879372277685,0.266029614907732,0.311557830645967
"micro_ADC_SuperiorcoronaradiataL","micro_ADC_SuperiorcoronaradiataL",0.966167113111413,0.0396363459405888,0.974771415421196,0.0428302762458712,-19.7098681656262,"1.7742856226515531401272304325138973556276003616235549786552642e-86","3.2575884031882515652735950740953e-83",0.206923036654399,0.186123087245523,0.227722986063274
"micro_ADC_PosteriorcoronaradiataR","micro_ADC_PosteriorcoronaradiataR",1.08621054721467,0.0631537071569903,1.09395424966033,0.0679020934770641,-15.953612930469,"2.6888127164227572390513889342388400336009479758514559286682236e-57","4.9366601473521822908983500832611e-54",0.116313894270702,0.10197307741295,0.130654711128453
"micro_ADC_PosteriorcoronaradiataL","micro_ADC_PosteriorcoronaradiataL",1.06431281080163,0.0582618996095157,1.07048724728261,0.0633155648055322,-13.2723573698457,"3.3487776681621623548263834889563467283081042770693260599808789e-40","6.1483557987457300834612400857254e-37",0.0996015882199952,0.0848536930471211,0.114349483392869
"micro_ADC_PosteriorthalamicradiationR","micro_ADC_PosteriorthalamicradiationR",1.08566160495924,0.0540618139986019,1.0766682201087,0.0553786897588399,15.1322372162292,"9.9262631961925983052457995168911808891024648990918443700938970e-52","1.8224619228209610488431287913006e-48",-0.164226826120081,-0.185645228620094,-0.142808423620069
"micro_ADC_PosteriorthalamicradiationL","micro_ADC_PosteriorthalamicradiationL",1.07518292085598,0.0607641762196297,1.06653909408967,0.0606742492987961,15.5200772446407,"2.5374534518579074370981786012530389540658612684252024977921367e-54","4.6587645376111180545122559119015e-51",-0.142356767657474,-0.160428961085145,-0.124284574229803
"micro_ADC_SagittalstratumR","micro_ADC_SagittalstratumR",1.05153048539402,0.0527943943688644,1.04148388247283,0.055059094539903,14.7089499358062,"5.6476984461344939310400859098462147220932977733568035559181233e-49","1.0369174347102930857389597730482e-45",-0.185993766646175,-0.21099595217392,-0.160991581118429
"micro_ADC_SagittalstratumL","micro_ADC_SagittalstratumL",1.00795426222826,0.0538318765072019,0.995277669497283,0.0538982667514634,19.4494491495235,"2.9457849282697978013957001594610555829761492175986307469709862e-84","5.4084611283033487633625054927737e-81",-0.235339384432989,-0.259386127734492,-0.211292641131487
"micro_ADC_ExternalcapsuleR","micro_ADC_ExternalcapsuleR",0.945109865828804,0.0430521797146218,0.946161614470109,0.0478716934543299,-2.19183386981437,"0.028391504518697358154251144627437983628649603052785373538268142","52.126802296328349571205101535961",0.0227668954662227,0.00240164032199189,0.0431321506104535
"micro_ADC_ExternalcapsuleL","micro_ADC_ExternalcapsuleL",0.912269291440217,0.0436777032302047,0.909776964334239,0.0491151856104178,4.63674348135954,"3.5394121283195088143900757922382796399083372235862561225536826e-6","0.0064983606675946181832201791545509",-0.0528670417041871,-0.0752342915071149,-0.0304997919012593
"micro_ADC_CingulumcingulategyrusR","micro_ADC_CingulumcingulategyrusR",0.958867305027174,0.0365167092296246,0.968050645720109,0.0347200215629904,-17.5268707033271,"8.9353680644890444913304330424999753800868138636664985370523673e-69","1.6405335766401885686082675066025e-65",0.257392477791504,0.228130383706322,0.286654571876686
