"","Metric","Mean TP1","SD TP1","Mean TP2","SD TP1","T","p","adjusted p","Cohens's d","Lower 95% CI","Upper 95% CI"
"v_intra_SagittalstratumR","v_intra_SagittalstratumR",0.452436889605978,0.0389800778212988,0.450481808423913,0.039740848343283,7.34183910667843,"2.1067857056704566046212403194568808701339987569553205623651999e-13","3.8680585556109583260845972265222e-10",-0.0496046090741131,-0.0628578339878797,-0.0363513841603464
"v_intra_SagittalstratumL","v_intra_SagittalstratumL",0.453733880434783,0.0380994661381343,0.445657307744565,0.0391561236422797,25.1050607552566,"4.3791251620249847045001920733719670094415874224804177089501363e-139","8.0400737974778719174623526467143e-136",-0.208723162622048,-0.225198186170359,-0.192248139073738
"v_intra_ExternalcapsuleR","v_intra_ExternalcapsuleR",0.391501837296196,0.0282242101366168,0.39418946875,0.0290308445846547,-8.53447777064186,"1.4078990061934166906986829905696661139685723328074382957360864e-17","2.5849025753711130441227819706857e-14",0.0937874027180088,0.0721971417806365,0.115377663655381
"v_intra_ExternalcapsuleL","v_intra_ExternalcapsuleL",0.372423353600543,0.0296708508429762,0.36711799388587,0.0302834701029906,15.2597837587025,"1.4171718010157719098607054994119208737275484545052271987067616e-52","2.6019274266649572265042552969198e-49",-0.17689594580105,-0.199798193423869,-0.153993698178231
"v_intra_CingulumcingulategyrusR","v_intra_CingulumcingulategyrusR",0.512230215692935,0.0362744064173119,0.515263996942935,0.0368074990250643,-9.27447490343486,"1.7849606360136480869304924103806164137177153426791569333070787e-20","3.2771877277210578876043840654583e-17",0.0829888915073191,0.0654171616433209,0.100560621371317
"v_intra_CingulumcingulategyrusL","v_intra_CingulumcingulategyrusL",0.530960283967391,0.037711763037971,0.528876805366848,0.039259871756847,6.49217328170275,"8.4606861339007107226016213897523223926833895556230718571321906e-11","1.5533819741841704886696576871576e-7",-0.0539327985426611,-0.0702301053959154,-0.0376354916894067
"v_intra_CingulumhippocampusR","v_intra_CingulumhippocampusR",0.324462897078804,0.0419072492153537,0.313116225883152,0.0446759685981521,16.4582631011892,"7.3170059345269214935673503957718406690051816606815887200610742e-61","1.3434022895791427862189655326630e-57",-0.261513444686111,-0.293190774617459,-0.229836114754763
"v_intra_CingulumhippocampusL","v_intra_CingulumhippocampusL",0.298159926290761,0.0464778161348505,0.280572285665761,0.0471445223220121,21.7738228407532,"4.1089032604030599772513527527517387000541315239197482315162381e-105","7.5439463861000181182334836540533e-102",-0.375680670249485,-0.410677499318199,-0.340683841180772
"v_intra_Fornix_StriaterminalisR","v_intra_Fornix_StriaterminalisR",0.481442685461957,0.03181449010564,0.484101996603261,0.0333085362025997,-6.33471939260353,"2.3777361166285261939744788305783011470630344964370588365700690e-10","4.3655235101299740921371431329412e-7",0.0815159576349963,0.0562478383367662,0.106784076933226
"v_intra_Fornix_StriaterminalisL","v_intra_Fornix_StriaterminalisL",0.497904415421196,0.0349051071334205,0.489417987771739,0.0356120499284136,18.3687137055274,"2.3388936947276353230232203197999818061288749510571040557098589e-75","4.2942088235199384530706325071516e-72",-0.240607505016432,-0.266654889388615,-0.214560120644248
"v_intra_SuperiorlongitudinalfasciculusR","v_intra_SuperiorlongitudinalfasciculusR",0.578554690217391,0.0342244842773928,0.576422081861413,0.0352905877089502,10.945325841474,"6.9965701000355065151915636768790722870585830701266219878914270e-28","1.2845702703665189961891710910747e-24",-0.0610511204616416,-0.0719958908014036,-0.0501063501218796
"v_intra_SuperiorlongitudinalfasciculusL","v_intra_SuperiorlongitudinalfasciculusL",0.589480069972826,0.0340430416141943,0.58531793138587,0.0353546780520364,22.0175141029823,"1.9570914743916083115148888889510507677970969182330182210905752e-107","3.5932199469829928599413360001153e-104",-0.118986746991555,-0.129618367528739,-0.10835512645437
"v_intra_SuperiorfrontooccipitalfasciculusR","v_intra_SuperiorfrontooccipitalfasciculusR",0.622208272418478,0.0334426319074453,0.624256932404891,0.0345562638954652,-4.5112214045949,"6.4455399243038122181003619582538088117327623904295542300310131e-6","0.011834011301021799232432264555357",0.0602021858536749,0.0340174214102202,0.0863869502971296
"v_intra_SuperiorfrontooccipitalfasciculusL","v_intra_SuperiorfrontooccipitalfasciculusL",0.583543496603261,0.0552027562791276,0.576035847486413,0.0568295793845091,8.93659378776132,"4.0135047344248361365741416577885461325909909454875158592064898e-19","7.3687946924039991467501240837005e-16",-0.133955207203917,-0.163471685936689,-0.104438728471145
"v_intra_UncinatefasciculusR","v_intra_UncinatefasciculusR",0.391320228940217,0.0432655329687449,0.389377723505435,0.0448966791990294,3.50494078087731,"0.00045670885848540947621524119145839209941815803407196087704796336","0.83851746417921179833118282751743",-0.0440092789191851,-0.0686362590223561,-0.0193822988160141
"v_intra_UncinatefasciculusL","v_intra_UncinatefasciculusL",0.3366271640625,0.0501236912434912,0.33219727955163,0.0518837762843447,6.07750246514712,"1.2206880501789175234806806923131931348834408781581513891735868e-9","2.2411832601284925731105297510870e-6",-0.0867809870531237,-0.114825827494356,-0.0587361466118916
"v_intra_TapetumR","v_intra_TapetumR",0.432408872622283,0.0720146484239747,0.42387275169837,0.0767643089324159,18.4482996087344,"5.3811780593856558508621015174777981653276716579796472385466076e-76","9.8798429170320641421828183860880e-73",-0.112734270910643,-0.124751726373693,-0.100716815447594
"v_intra_TapetumL","v_intra_TapetumL",0.463835949728261,0.0693551404004947,0.457864254415761,0.0730670380919134,12.3631287500638,"4.1373410318108677008468396266268657208576666077512449918160388e-35","7.5961581344047530987547975544850e-32",-0.0830419350774457,-0.0962322117860185,-0.069851658368873
"v_intra_CINGL","v_intra_CINGL",0.354960779211957,0.0314428475575206,0.345609562160326,0.0325689681502283,24.015878364357,"1.8981259879930116773315166123125764745877108086333688228931548e-127","3.4849593139551694395806645002050e-124",-0.291801405164252,-0.31612231181237,-0.267480498516134
"v_intra_CINGR","v_intra_CINGR",0.389859135529891,0.0298646357268906,0.385435577785326,0.0315407877233276,15.800334048713,"3.0947232688659472512450698551965747196959211126094676094073004e-56","5.6819119216378791532859482541415e-53",-0.14325070642968,-0.161114947490676,-0.125386465368684
"v_extra_ATRL","v_extra_ATRL",0.407142523097826,0.0247690967873485,0.410712583899457,0.0252781859854032,-15.6458054352018,"3.5485101372388529699950935296655689289807190075800479965279398e-55","6.5150646119705340529109917204661e-52",0.142554230395025,0.124602146970185,0.160506313819866
"v_extra_ATRR","v_extra_ATRR",0.409926830842391,0.0246876317762063,0.407591424932065,0.0254652055458187,8.5763769011292,"9.7908352134790677035070514056902147784269652173052635162340686e-18","1.7975973451947568303638946380852e-14",-0.0930136753192061,-0.114320447206227,-0.0717069034321848
"v_extra_CSTL","v_extra_CSTL",0.303734791779891,0.022876381955722,0.310372575067935,0.0234033362410612,-26.7187753792247,"2.8485980195710867726388940781089566391345140004452306293210497e-157","5.2300259639325153145650095274085e-154",0.286654262508434,0.265194622858548,0.30811390215832
"v_extra_CSTR","v_extra_CSTR",0.320111288043478,0.0224300974092072,0.320017123980978,0.0229796317510111,0.395069033908738,"0.69279194125530833995780899836992876394229692500717380621807353","1271.9660041447461121625373210080",-0.00414386533834319,-0.0247061758752862,0.0164184451985998
"v_extra_CGL","v_extra_CGL",0.4121185703125,0.0315211920366704,0.415301108695652,0.0319100043433146,-12.5514724924224,"3.9018595142207070148745159034820809068422477030045015180168006e-36","7.1638140681092180793096111987919e-33",0.10030795976693,0.0846018792585268,0.116014040275333
"v_extra_CGR","v_extra_CGR",0.425745015285326,0.0321159186981387,0.421591192595109,0.0324883674563193,13.0683484103846,"4.9937989964380005224990892161130445782916759437008701308046752e-39","9.1686149574601689593083278007851e-36",-0.128564936067908,-0.147930336049325,-0.109199536086491
"v_extra_FMAJ","v_extra_FMAJ",0.387078700747283,0.0280547712111676,0.393173183763587,0.0280541278941741,-23.0420641477819,"1.7666910514439050416367297251415184616944832393241026634631567e-117","3.2436447704510096564450357753600e-114",0.21723766132497,0.198538787348386,0.235936535301554
"v_extra_FMIN","v_extra_FMIN",0.436059703125,0.0352184199576895,0.427122908627717,0.0369563911739808,23.1790815030738,"7.4025324013363376128818912878265187524247973185021090376203341e-119","1.3591049488853515857251152404442e-115",-0.246858513169777,-0.268052217749304,-0.22566480859025
"v_extra_IFOFL","v_extra_IFOFL",0.461621275475543,0.0286721357760772,0.464657129076087,0.0297531597884013,-12.9568089676047,"2.1500712034596343379656065047482657401258555862737305374316135e-38","3.9475307295518886445048535427165e-35",0.10356391787782,0.0878527230117774,0.119275112743862
"v_extra_IFOFR","v_extra_IFOFR",0.450816372961957,0.0283376502039731,0.450635104279891,0.0288031533171906,0.775824315639366,"0.43785272483075046308961748661745593901092992308211091349574065","803.89760278925785023253770542972",-0.006340563597203,-0.0223621769480902,0.00968104975368416
"v_extra_ILFL","v_extra_ILFL",0.484706635190217,0.0289986312099912,0.491998594769022,0.0295763330609199,-29.1163653256791,"2.2282010139819729539607790330211263310994499297451629974215221e-186","4.0909770616709023434719903046258e-183",0.248765706637656,0.231759481940046,0.265771931335266
"v_extra_ILFR","v_extra_ILFR",0.496699725543478,0.0295741284768556,0.500579653872283,0.0307508622514178,-14.8775491053162,"4.6108320174513799565482252705126097045221355007405539295901651e-50","8.4654875840407336002225415966611e-47",0.128213023616051,0.111249516052921,0.14517653117918
"v_extra_SLFL","v_extra_SLFL",0.404580414741848,0.0287236574548393,0.409624155570652,0.0297460116773845,-25.8841861615144,"1.0035577716815330164435539860157932008496444616570462064487540e-147","1.8425320688072946181903651183259e-144",0.171742809510612,0.15864011810132,0.184845500919904
"v_extra_SLFR","v_extra_SLFR",0.404519806046196,0.0281960857863975,0.405767741847826,0.0287796304817355,-6.39284914437806,"1.6282288396627974815939632975152269182997894460635101347444340e-10","2.9894281496208961762065166142383e-7",0.0437416434651858,0.0303218545741258,0.0571614323562459
"v_extra_UFL","v_extra_UFL",0.539699865828804,0.0321397576643806,0.54030990455163,0.0327288733452788,-1.66911753776069,"0.095094088283385173211683457327500777106424639306175235930571862","174.59274608829517801665082765334",0.0188009093775914,-0.00328258098787848,0.0408843997430612
"v_extra_UFR","v_extra_UFR",0.5598269921875,0.0323326801416142,0.557583599184783,0.0334144473765537,5.98029568920266,"2.2273293312998845483560053089128430563917382049363630602350109e-9","4.0893766522665880307816257471662e-6",-0.0681558492949761,-0.0905235655855411,-0.0457881330044112
"v_extra_SLFTL","v_extra_SLFTL",0.472865042798913,0.0334948105846888,0.484570441236413,0.0340452152952827,-31.9054259631735,"2.2452691249149917388729392204459371333052216592024968973083947e-223","4.1223141133439248325707164087371e-220",0.346500065359183,0.324580320597174,0.368419810121193
"v_extra_SLTFR","v_extra_SLTFR",0.426910255774457,0.0355018130701263,0.441952465013587,0.03866785851826,-38.6453251530815,"1.0317708388050856809492828831485909215482940121598359736043012e-326","1.8943312600461373102228833734601e-323",0.401398374257669,0.380232288153219,0.42256446036212
"v_extra_Middlecerebellarpeduncle","v_extra_Middlecerebellarpeduncle",0.251300414402174,0.0331515258211639,0.267052304347826,0.0321814564200371,-31.839477467135,"1.8408835359320524708696937619837006510275123363630510277698309e-222","3.3798621719712483365167577470042e-219",0.481941457360895,0.45059244322446,0.513290471497329
"v_extra_Pontine","v_extra_Pontine",0.291299798913043,0.0385798381593893,0.294414238790761,0.0393118084295168,-4.72745643758498,"2.2734981869043750328962979753893148166019476439659135687265430e-6","0.0041741426711564325603976030828142",0.0799552832944217,0.046746724805764,0.113163841783079
"v_extra_GenuCC","v_extra_GenuCC",0.339339595788043,0.0384294884595805,0.335805790081522,0.0399558308225016,9.1304072144614,"6.8242115860308872022387139696971214925589321331159473553447256e-20","1.2529252471952708903310278848369e-16",-0.0899435666343525,-0.109294144358218,-0.0705929889104871
"v_extra_BodyCC","v_extra_BodyCC",0.282838562160326,0.0300694505287531,0.277643441236413,0.0305275979230269,19.9626144851312,"1.1645715132468939046748676180896519577835386925280569878171471e-88","2.1381532983212972089830569468117e-85",-0.171379109114607,-0.188331992418385,-0.154426225810829
"v_extra_SpleniumCC","v_extra_SpleniumCC",0.271422424932065,0.0335970329359962,0.273144712975543,0.033672039192043,-5.05922916433159,"4.2095471373116339857288990459999114421373351463557172922603075e-7","0.00077287285441041599977982586484579",0.0512055498761101,0.0313512497421478,0.0710598500100725
"v_extra_Fornix","v_extra_Fornix",0.165583572350543,0.0683774502778638,0.149469363451087,0.0642983742491278,37.8093937290242,"7.9642262239829212346538781905678747595354571490803573626899644e-313","1.4622319347232643386824520357893e-309",-0.239215160174598,-0.251794335600194,-0.226635984749002
"v_extra_CorticospinaltractR","v_extra_CorticospinaltractR",0.250295503396739,0.0486950965378699,0.245524116168478,0.0464514399408063,6.69289991219541,"2.1879079238941657879539278582702744954377880061188344325318162e-11","4.0169989482696883866834115477830e-8",-0.100154540870667,-0.129563529693341,-0.0707455520479936
"v_extra_CorticospinaltractL","v_extra_CorticospinaltractL",0.236413695991848,0.051292680126793,0.233713465013587,0.0479606233198599,3.76715255942211,"0.00016512010528516878687414088190129519047872506916041789252889679","0.30316051330356989270092265917077",-0.0542414153780002,-0.0824885509363982,-0.0259942798196022
"v_extra_MediallemniscusR","v_extra_MediallemniscusR",0.374930391644022,0.0377804643811777,0.3766103203125,0.037691264179306,-2.61788765201615,"0.0088475929622748440045495312002431330860890976485156645297400194","16.244180678736613592352939283640",0.0445179767580079,0.0111648242189412,0.0778711292970745
"v_extra_MediallemniscusL","v_extra_MediallemniscusL",0.356742985733696,0.0391934739706195,0.362086071331522,0.0381397476772702,-8.07751279739692,"6.6101094393682931267474572284400599049721391410555060971443502e-16","1.2136160930680186180708331471410e-12",0.138136704377983,0.104452150852907,0.171821257903059
