"","variable","value","p","Outcome"
"76","ANX",0.000560792560840885,0.714048593675922,"v_extra_FMAJ"
"77","ANX",0.000515435869260189,0.72851148459655,"v_extra_FMIN"
"78","ANX",0.000153916431315284,0.923972423638379,"v_extra_IFOFL"
"79","ANX",0.00145356831048208,0.255879704213086,"v_extra_IFOFR"
"80","ANX",0.00147740934107672,0.250409666485865,"v_extra_ILFL"
"81","ANX",0.00188263676980764,0.131369994490574,"v_extra_ILFR"
"82","ANX",0.00171258976735958,0.162230103815911,"v_extra_SLFL"
"83","ANX",0.00147853246231503,0.311152467604464,"v_extra_SLFR"
"84","ANX",0.00187354485231104,0.185603777173562,"v_extra_UFL"
"85","ANX",0.00145555496216979,0.234397675956312,"v_extra_UFR"
"86","ANX",0.00132541104946089,0.262245314872646,"v_extra_SLFTL"
"87","ANX",0.00187389199411254,0.20348440285706,"v_extra_SLTFR"
"88","ANX",0.00144584103198716,0.388476476522139,"v_extra_Middlecerebellarpeduncle"
"89","ANX",0.000715597830175578,0.778379142061823,"v_extra_Pontine"
"90","ANX",0.00132938792861437,0.617024953654492,"v_extra_GenuCC"
"91","ANX",0.000537189030750331,0.813521834300003,"v_extra_BodyCC"
"92","ANX",0.00059188487821936,0.785197806608744,"v_extra_SpleniumCC"
"93","ANX",0.00151497658021634,0.538663676683691,"v_extra_Fornix"
"94","ANX",-0.00575034705964107,0.366631447522639,"v_extra_CorticospinaltractR"
"95","ANX",-0.00194638212833364,0.609155743222645,"v_extra_CorticospinaltractL"
"96","ANX",0.000531219089360391,0.89959006367165,"v_extra_MediallemniscusR"
"97","ANX",0.000195520792202288,0.923614786248396,"v_extra_MediallemniscusL"
"98","ANX",0.000189991687156618,0.932400173477991,"v_extra_InferiorcerebellarpeduncleR"
"99","ANX",0.000354028531647106,0.851298361675584,"v_extra_InferiorcerebellarpeduncleL"
"100","ANX",0.00136956542816017,0.490167673662494,"v_extra_SuperiorcerebellarpeduncleR"
"101","ANX",0.00247083264162649,0.295672674372488,"v_extra_SuperiorcerebellarpeduncleL"
"102","ANX",6.09337630851082e-05,0.977178935583216,"v_extra_CerebralpeduncleR"
"103","ANX",0.00290217167216682,0.354022373478709,"v_extra_CerebralpeduncleL"
"104","ANX",0.0044326358070601,0.237100681730771,"v_extra_AnteriorlimbofinternalcapsuleR"
"105","ANX",0.00101682358580038,0.621984984474427,"v_extra_AnteriorlimbofinternalcapsuleL"
"106","ANX",0.000527760180161805,0.814159545300777,"v_extra_.PosteriorlimbofinternalcapsuleR"
"107","ANX",0.00319244112671139,0.132103565071236,"v_extra_PosteriorlimbofinternalcapsuleL"
"108","ANX",0.0024731548869476,0.330503383425284,"v_extra_RetrolenticularpartofinternalcapsuleR"
"109","ANX",0.00332318901811298,0.0465054800817811,"v_extra_RetrolenticularpartofinternalcapsuleL"
"110","ANX",0.00193268282043915,0.255697349481154,"v_extra_AnteriorcoronaradiataR"
"111","ANX",0.00147134961092978,0.382227506162205,"v_extra_AnteriorcoronaradiataL"
"112","ANX",0.00175576017471813,0.330273013078608,"v_extra_SuperiorcoronaradiataR"
"113","ANX",0.00152834810377555,0.393486689040287,"v_extra_SuperiorcoronaradiataL"
"114","ANX",0.00137571034580996,0.457497371067379,"v_extra_PosteriorcoronaradiataR"
"115","ANX",0.00156853545985,0.330520562596028,"v_extra_PosteriorcoronaradiataL"
"116","ANX",0.00112288777200674,0.489827812387133,"v_extra_PosteriorthalamicradiationR"
"117","ANX",0.000419529891560829,0.803642206988228,"v_extra_PosteriorthalamicradiationL"
"118","ANX",0.00239987580330911,0.16320051881294,"v_extra_SagittalstratumR"
"119","ANX",0.000854067761406421,0.59632837429077,"v_extra_SagittalstratumL"
"120","ANX",0.00179310915422988,0.270412758044283,"v_extra_ExternalcapsuleR"
"121","ANX",0.0025259437446611,0.0376418273391275,"v_extra_ExternalcapsuleL"
"122","ANX",0.00118856051066969,0.32688128328857,"v_extra_CingulumcingulategyrusR"
"123","ANX",0.0006308755727607,0.735500868148554,"v_extra_CingulumcingulategyrusL"
"124","ANX",0.0010668508751849,0.598238769330013,"v_extra_CingulumhippocampusR"
"125","ANX",0.000922650947455061,0.552056006536128,"v_extra_CingulumhippocampusL"
"126","ANX",0.00123386752795976,0.446566314336506,"v_extra_Fornix_StriaterminalisR"
"127","ANX",0.00320015768350714,0.0654332310683692,"v_extra_Fornix_StriaterminalisL"
"128","ANX",0.00295164910558237,0.143968282425984,"v_extra_SuperiorlongitudinalfasciculusR"
"129","ANX",0.00135881363890669,0.475206314599745,"v_extra_SuperiorlongitudinalfasciculusL"
"130","ANX",0.00100642374312536,0.600186565512044,"v_extra_SuperiorfrontooccipitalfasciculusR"
"131","ANX",-0.00225947164042704,0.361128131698737,"v_extra_SuperiorfrontooccipitalfasciculusL"
"132","ANX",0.00432561686295001,0.203532821241759,"v_extra_UncinatefasciculusR"
"133","ANX",0.00100910866524962,0.579620360387075,"v_extra_UncinatefasciculusL"
"134","ANX",-0.00023327307720563,0.900263534782204,"v_extra_TapetumR"
"135","ANX",0.00319859270307316,0.218673136027051,"v_extra_TapetumL"
"136","ANX",0.000435408848514719,0.881587974691319,"v_extra_Mean"
"137","ANX",0.0011873881243829,0.336805577477706,"v_extra_CINGL"
"138","ANX",0.000731411288983007,0.544558768236871,"v_extra_CINGR"
"139","ANX",0.0011744479550209,0.328565654292845,"v_csf_ATRL"
"140","ANX",0.00106723963306693,0.558959287789015,"v_csf_ATRR"
"141","ANX",0.000760944190611017,0.6640445755114,"v_csf_CSTL"
"142","ANX",0.000338785105128688,0.829672097736845,"v_csf_CSTR"
"143","ANX",-0.000431987838967402,0.786678705232292,"v_csf_CGL"
"144","ANX",0.000923112757624473,0.674263126981424,"v_csf_CGR"
"145","ANX",0.00142019626468687,0.549173643529344,"v_csf_FMAJ"
"146","ANX",-0.000118297871359671,0.958937708934935,"v_csf_FMIN"
"147","ANX",0.00385900450228163,0.121699828087525,"v_csf_IFOFL"
"148","ANX",-0.00118527856372025,0.601508762492427,"v_csf_IFOFR"
"149","ANX",-0.000336680784943489,0.880603731127539,"v_csf_ILFL"
"150","ANX",-0.00174170415014727,0.480437392479928,"v_csf_ILFR"
"151","ANX",-0.00165533806710895,0.503461121028384,"v_csf_SLFL"
"152","ANX",-0.000840420639692934,0.713918504440963,"v_csf_SLFR"
"153","ANX",-0.000718978172315157,0.756215382313602,"v_csf_UFL"
"154","ANX",-0.000972735517017153,0.704319747720828,"v_csf_UFR"
"155","ANX",-0.00259724923050045,0.320542649104356,"v_csf_SLFTL"
"156","ANX",-0.000607559818452524,0.81620509645492,"v_csf_SLTFR"
"157","ANX",-0.00196701309893949,0.503022810885872,"v_csf_Middlecerebellarpeduncle"
"158","ANX",0.000512672174531326,0.859535740478106,"v_csf_Pontine"
"159","ANX",-0.0060061100727137,0.32285679064293,"v_csf_GenuCC"
"160","ANX",0.00519106659574322,0.180633025030149,"v_csf_BodyCC"
"161","ANX",0.00882451254499563,0.012833154879182,"v_csf_SpleniumCC"
"162","ANX",0.00320756434767204,0.243066828635281,"v_csf_Fornix"
"163","ANX",0.004135514218917,0.193733494573817,"v_csf_CorticospinaltractR"
"164","ANX",-0.00480857308098911,0.366825127966843,"v_csf_CorticospinaltractL"
"165","ANX",-0.00250719610384262,0.60451204848596,"v_csf_MediallemniscusR"
"166","ANX",-0.00280693914529936,0.603819503309145,"v_csf_MediallemniscusL"
"167","ANX",0.00105332859598237,0.846128741894908,"v_csf_InferiorcerebellarpeduncleR"
"168","ANX",-0.000196919548775781,0.96128705357179,"v_csf_InferiorcerebellarpeduncleL"
"169","ANX",0.000765969974983957,0.847176374995785,"v_csf_SuperiorcerebellarpeduncleR"
"170","ANX",0.00284852193137164,0.340895293051136,"v_csf_SuperiorcerebellarpeduncleL"
