"","Outcome","Std.Beta","Std.Err","p","p.adj","Model"
"1696","axEAD_UncinatefasciculusL",0.0317309931818786,0.0334658582608041,0.343125930097885,1,"SMTmc"
"1697","axEAD_TapetumR",-0.177731863805683,0.0300004717810794,3.50034238219701e-09,6.4266286137137e-06,"SMTmc"
"1698","axEAD_TapetumL",-0.185418195086937,0.033768146472939,4.33940552515155e-08,7.96714854417824e-05,"SMTmc"
"1699","axEAD_CINGL",0.131915253588341,0.027223208431813,1.32716436958846e-06,0.00243667378256441,"WMTI"
"1700","axEAD_CINGR",0.159274551280875,0.0282716127067896,1.93041733497362e-08,3.54424622701157e-05,"WMTI"
"1701","awf_ATRL",0.0352725715719671,0.0339671779841322,0.299154839978961,1,"WMTI"
"1702","awf_ATRR",0.127636999025369,0.033797018728484,0.000162155160234865,0.297716874191213,"BRIA"
"1703","awf_CSTL",0.116310264472234,0.0345685664266914,0.000776313387067883,1,"BRIA"
"1704","awf_CSTR",0.152803461601647,0.0347340965592582,1.12496724761859e-05,0.0206543986662773,"BRIA"
"1705","awf_CGL",0.0133621146866769,0.0347673958144492,0.700762487596846,1,"BRIA"
"1706","awf_CGR",0.0855816588103347,0.0349139259449024,0.0142952678492251,1,"BRIA"
"1707","awf_FMAJ",-0.0925467257423453,0.0350836033092634,0.00838629882737903,1,"BRIA"
"1708","awf_FMIN",-0.0512715211796771,0.0336033986372924,0.127171594033809,1,"BRIA"
"1709","awf_IFOFL",-0.131926931131585,0.0341919080438549,0.000116574312174478,0.214030437152341,"BRIA"
"1710","awf_IFOFR",-0.15124316701559,0.0345620438192692,1.25112814885089e-05,0.0229707128129023,"BRIA"
"1711","awf_ILFL",-0.111734879275833,0.0352359910775067,0.00153456643100553,1,"DKI"
"1712","awf_ILFR",-0.128970893883333,0.0348794790527475,0.000221622732035195,0.406899336016619,"DKI"
"1713","awf_SLFL",-0.157888055703397,0.0348594874223149,6.15435884613112e-06,0.0112994028414967,"DKI"
"1714","awf_SLFR",-0.11233231733017,0.0349533814102562,0.00132418438541928,1,"DTI"
"1715","awf_UFL",0.102069403122731,0.0337570517332647,0.00251904869811062,1,"DTI"
"1716","awf_UFR",0.0140699484527419,0.0338464513422973,0.677660375359802,1,"DTI"
"1717","awf_SLFTL",-0.0236804268968619,0.0342696211128031,0.489617964883099,1,"DTI"
"1718","awf_SLTFR",-0.145769258365363,0.034717429703438,2.76381444561857e-05,0.050743633221557,"SMT"
"1719","awf_Middlecerebellarpeduncle",0.215703247621331,0.0328330205800112,5.94102718358507e-11,1.09077259090622e-07,"SMT"
"1720","awf_Pontine",0.406782338191776,0.0336266872525082,6.54602456461863e-33,1.20185011006398e-29,"SMT"
"1721","awf_GenuCC",-0.0795700177920896,0.0342177493894359,0.0201182156431172,1,"SMT"
"1722","awf_BodyCC",-0.156561332248264,0.0349466628389064,7.74867641938265e-06,0.0142265699059866,"SMTmc"
"1723","awf_SpleniumCC",-0.14094073709049,0.034558194745796,4.65591397243641e-05,0.0854825805339325,"SMTmc"
"1724","awf_Fornix",-0.427242306937111,0.0292477638482188,1.04466313816313e-46,1.91800152166751e-43,"SMTmc"
"1725","awf_CorticospinaltractR",0.54414359852906,0.0336490854299103,2.04609397343273e-56,3.75662853522249e-53,"SMTmc"
"1726","awf_CorticospinaltractL",0.49467308035133,0.0340480719779031,3.08102479003683e-46,5.65676151450762e-43,"WMTI"
"1727","awf_MediallemniscusR",0.543119497365333,0.0318747992593285,3.69414882214995e-62,6.78245723746731e-59,"WMTI"
"1728","awf_MediallemniscusL",0.518705564418314,0.0325980566789582,9.46134840159502e-55,1.73710356653284e-51,"WMTI"
"1729","awf_InferiorcerebellarpeduncleR",0.382037303890695,0.0323340656065675,1.66073600076547e-31,3.04911129740541e-28,"BRIA"
"1730","awf_InferiorcerebellarpeduncleL",0.296988035125927,0.0329498156065057,3.51592152577183e-19,6.45523192131708e-16,"BRIA"
"1731","awf_SuperiorcerebellarpeduncleR",0.410533715045359,0.03411135591569,1.33946251132013e-32,2.45925317078377e-29,"BRIA"
"1732","awf_SuperiorcerebellarpeduncleL",0.521070549046764,0.0332680076569965,3.6190608700041e-53,6.64459575732753e-50,"BRIA"
"1733","awf_CerebralpeduncleR",0.451225050657839,0.0314233577031158,3.0467253367768e-45,5.59378771832221e-42,"BRIA"
"1734","awf_CerebralpeduncleL",0.245536984897364,0.0315821227979526,1.03927804732722e-14,1.90811449489278e-11,"BRIA"
"1735","awf_AnteriorlimbofinternalcapsuleR",0.0256115824608555,0.032932838316061,0.436813667311366,1,"BRIA"
"1736","awf_AnteriorlimbofinternalcapsuleL",-0.0547193029435445,0.0327897886163484,0.0952653400523164,1,"BRIA"
"1737","awf_.PosteriorlimbofinternalcapsuleR",0.246679137252202,0.0334552417823592,2.15176690066248e-13,3.95064402961631e-10,"BRIA"
"1738","awf_PosteriorlimbofinternalcapsuleL",0.113321416652469,0.0336060333888192,0.000755743806920051,1,"DKI"
"1739","awf_RetrolenticularpartofinternalcapsuleR",-0.224054948307559,0.0344240485505949,8.88200860085500e-11,1.63073677911698e-07,"DKI"
"1740","awf_RetrolenticularpartofinternalcapsuleL",-0.184382435709783,0.0343052691403442,8.26890322066643e-08,0.000151817063131436,"DKI"
"1741","awf_AnteriorcoronaradiataR",-0.0371227835970251,0.0338086592413814,0.272283421338267,1,"DTI"
"1742","awf_AnteriorcoronaradiataL",-0.0654134889834325,0.0334081748942863,0.0503234702673041,1,"DTI"
"1743","awf_SuperiorcoronaradiataR",-0.265862987798216,0.0339151349469242,6.29464267114851e-15,1.15569639442287e-11,"DTI"
"1744","awf_SuperiorcoronaradiataL",-0.302127349974211,0.0339651726041269,9.96702389991814e-19,1.82994558802497e-15,"DTI"
"1745","awf_PosteriorcoronaradiataR",-0.31005389209833,0.0347426711038153,7.72018842737339e-19,1.41742659526575e-15,"SMT"
"1746","awf_PosteriorcoronaradiataL",-0.296572711608015,0.0349834972956007,3.58666764233e-17,6.58512179131789e-14,"SMT"
"1747","awf_PosteriorthalamicradiationR",-0.271414178992515,0.0348686200379589,9.66981853465482e-15,1.77537868296262e-11,"SMT"
"1748","awf_PosteriorthalamicradiationL",-0.300476422075096,0.0348261715550257,1.00623953011078e-17,1.84745577728339e-14,"SMT"
"1749","awf_SagittalstratumR",-0.31831401733121,0.034067079876222,1.78204419005354e-20,3.2718331329383e-17,"SMTmc"
"1750","awf_SagittalstratumL",-0.316438468358068,0.0333574395870467,4.77396326985938e-21,8.76499656346182e-18,"SMTmc"
"1751","awf_ExternalcapsuleR",-0.00742334992585178,0.0338030686653026,0.826193438638884,1,"SMTmc"
"1752","awf_ExternalcapsuleL",0.121612100521503,0.0345295454606799,0.000434866394225491,0.798414699798002,"SMTmc"
"1753","awf_CingulumcingulategyrusR",0.257713447742499,0.0343738129587038,8.57146764342649e-14,1.5737214593331e-10,"WMTI"
"1754","awf_CingulumcingulategyrusL",0.297554187998197,0.0346523269529529,1.4264185533115e-17,2.61890446387991e-14,"WMTI"
"1755","awf_CingulumhippocampusR",0.0365167781298433,0.0330410160107155,0.269165416748031,1,"WMTI"
