"","Outcome","Std.Beta","Std.Err","p","p.adj","Model"
"47","v_intra_PosteriorthalamicradiationR",1.11727745179712e-05,0.00492694810261779,0.998190818689533,1,"SMTmc"
"48","v_intra_PosteriorthalamicradiationL",1.0012294492435e-05,0.00459425777163737,0.998261329106934,1,"SMTmc"
"49","v_intra_SagittalstratumR",1.07947596279969e-05,0.00499131983497668,0.998274572492014,1,"SMTmc"
"50","v_intra_SagittalstratumL",1.09939673858923e-05,0.00610739016395908,0.998563855805714,1,"SMTmc"
"51","v_intra_ExternalcapsuleR",9.39953397467083e-06,0.00814263133004553,0.99907903972254,1,"WMTI"
"52","v_intra_ExternalcapsuleL",1.58882277759568e-05,0.00854187943901122,0.998516043212851,1,"WMTI"
"53","v_intra_CingulumcingulategyrusR",5.36321095231095e-06,0.00672564798059985,0.999363805219816,1,"BRIA"
"54","v_intra_CingulumcingulategyrusL",5.93839231874671e-06,0.00619040829816763,0.999234669546448,1,"BRIA"
"55","v_intra_CingulumhippocampusR",1.27079951796275e-05,0.0116836840532289,0.999132245943972,1,"BRIA"
"56","v_intra_CingulumhippocampusL",1.75081326744429e-05,0.012769794748963,0.998906156296058,1,"BRIA"
"57","v_intra_Fornix_StriaterminalisR",3.96549442912931e-06,0.00954747686079627,0.999668633798972,1,"BRIA"
"58","v_intra_Fornix_StriaterminalisL",1.03432911338466e-05,0.00959663230981207,0.999140117098779,1,"BRIA"
"59","v_intra_SuperiorlongitudinalfasciculusR",1.24819368843311e-05,0.00415628661503433,0.997604063586536,1,"BRIA"
"60","v_intra_SuperiorlongitudinalfasciculusL",1.26126608905946e-05,0.00399799144525257,0.99748311362603,1,"BRIA"
"61","v_intra_SuperiorfrontooccipitalfasciculusR",1.5092997369852e-05,0.00998368958111853,0.998793898889698,1,"BRIA"
"62","v_intra_SuperiorfrontooccipitalfasciculusL",1.42872799936712e-05,0.0112259924121745,0.998984630303844,1,"DKI"
