"","Outcome","Std.Beta","Std.Err","p","p.adj","Model"
"817","FA_ATRL",-0.436414286760677,0.0221528017148592,9.337570076039e-82,1.71437786596076e-78,"BRIA"
"818","FA_ATRR",-0.431144398909375,0.0223438102642984,1.34886294786917e-78,2.47651237228779e-75,"BRIA"
"819","FA_CSTL",-0.330810881844526,0.0233404156814239,2.87094860524098e-44,5.27106163922244e-41,"BRIA"
"820","FA_CSTR",-0.34612871764885,0.0232210595020652,1.24853906746379e-48,2.29231772786352e-45,"DKI"
"821","FA_CGL",-0.431220868336367,0.0221078255785784,1.74275215775334e-80,3.19969296163513e-77,"DKI"
"822","FA_CGR",-0.378889410611599,0.022817199051107,1.52469079448265e-59,2.79933229867015e-56,"DKI"
"823","FA_FMAJ",-0.409235286536141,0.0222114269480121,2.39974068108722e-72,4.40592389047614e-69,"DTI"
"824","FA_FMIN",-0.508918096383191,0.0208685823721039,1.57809118544368e-121,2.8973754164746e-118,"DTI"
"825","FA_IFOFL",-0.47808774557563,0.0213151755569227,6.10572736113673e-104,1.1210115435047e-100,"DTI"
"826","FA_IFOFR",-0.475901427171103,0.0217984377663159,8.31773089466151e-99,1.52713539225985e-95,"DTI"
"827","FA_ILFL",-0.44410960864737,0.0219828315872226,1.01824460721314e-85,1.86949709884332e-82,"SMT"
"828","FA_ILFR",-0.445806123120793,0.022344826055122,1.2224709900447e-83,2.24445673772207e-80,"SMT"
"829","FA_SLFL",-0.4024732099111,0.0224549808322571,9.57977607056309e-69,1.75884688655538e-65,"SMT"
"830","FA_SLFR",-0.445391856303672,0.0224812466598577,9.20240362615352e-83,1.68956130576179e-79,"SMT"
"831","FA_UFL",-0.353652764911095,0.0228972064713348,5.82554454259964e-52,1.06956997802129e-48,"SMTmc"
"832","FA_UFR",-0.322577752024799,0.023017391348019,2.42483111416816e-43,4.45198992561274e-40,"SMTmc"
"833","FA_SLFTL",-0.41441290048695,0.0224186028876292,1.17076178013997e-72,2.14951862833698e-69,"SMTmc"
"834","FA_SLTFR",-0.364346649380822,0.0230001407716251,1.53319894264354e-54,2.81495325869354e-51,"SMTmc"
"835","FA_Middlecerebellarpeduncle",-0.305384011407166,0.0228757594590024,1.49182351128871e-39,2.73898796672607e-36,"WMTI"
"836","FA_Pontine",-0.108391202812952,0.0228148745252615,2.12013230966361e-06,0.00389256292054239,"WMTI"
"837","FA_GenuCC",-0.402573443423605,0.0218864149712263,3.14335405833478e-72,5.77119805110265e-69,"WMTI"
"838","FA_BodyCC",-0.350331617085708,0.0228364729121303,1.78144555701477e-51,3.27073404267911e-48,"BRIA"
"839","FA_SpleniumCC",-0.280990943327368,0.0234712176366132,2.43181034128198e-32,4.46480378659372e-29,"BRIA"
"840","FA_Fornix",-0.523238813105199,0.0205569700567225,5.20241937337682e-131,9.55164196951985e-128,"BRIA"
